Date,Open,High,Low,Close,Adj Close,Volume
2008-07-31,1281.369995,1284.930054,1265.969971,1267.380005,1267.380005,5346050000
2008-08-01,1269.420044,1270.520020,1254.540039,1260.310059,1260.310059,4684870000
2008-08-04,1253.270020,1260.489990,1247.449951,1249.010010,1249.010010,4562280000
2008-08-05,1254.869995,1284.880005,1254.670044,1284.880005,1284.880005,1219310000
2008-08-06,1283.989990,1291.670044,1276.000000,1289.189941,1289.189941,4873420000
2008-08-07,1286.510010,1286.510010,1264.290039,1266.069946,1266.069946,5319380000
2008-08-08,1266.290039,1297.849976,1262.109985,1296.319946,1296.319946,4966810000
2008-08-11,1294.420044,1313.150024,1291.410034,1305.319946,1305.319946,5067310000
2008-08-12,1304.790039,1304.790039,1285.640015,1289.589966,1289.589966,4711290000
2008-08-13,1288.640015,1294.030029,1274.859985,1285.829956,1285.829956,4787600000
2008-08-14,1282.109985,1300.109985,1276.839966,1292.930054,1292.930054,4064000000
2008-08-15,1293.849976,1302.050049,1290.739990,1298.199951,1298.199951,4041820000
2008-08-18,1298.140015,1300.219971,1274.510010,1278.599976,1278.599976,3829290000
2008-08-19,1276.650024,1276.650024,1263.109985,1266.689941,1266.689941,4159760000
2008-08-20,1267.339966,1276.010010,1261.160034,1274.540039,1274.540039,4555030000
